Level,Spell Name,Spell Description,Skill,Mana,Tag,Class
5,Invisibility versus Undead,Shrouds your target with invisibility versus undead.,Div,10,Invisibility | (undead only),Shadow Knight
5,Lull the Dead,"Placates an aggressive undead target, greatly reducing the range of their social and proximity aggro for 2 minutes. Has no effect on an already aggroed target. This ability has a slight chance to fail and cause primary and social aggro. It also has a slight chance of ending early.",Alt,10,Pacify | (undead only),Shadow Knight
6,Grip of Shadow,"Reach into the shadows and grip your target, pulling them toward you, drawing their attention, and interrupting their casting.",Alt,Innate,Interrupt | Taunt,Shadow Knight
7,Cold Protection,"Wards your target from frost, increasing their Cold Resistance by 5.",Abj,10,Resist | Cold,Shadow Knight
7,Focused Concentration,"Greatly sharpen your concentration, granting you a 100% chance to continue casting through incoming melee attacks for 15 seconds.",Alt,Innate,Misc. | (self only),Shadow Knight
7,Holy Protection,"Wards your target from holy, increasing their Holy Resistance by 5.",Abj,10,Resist | Holy,Shadow Knight
8,Ghoul Pet Tier 1,"Reanimates bodies from the dead, creating a Ghoul minion to serve you. This pet uses Ghoul Tendrils. Persists until death of pet or master. Requires Ghoul Skin.",Con,10,Pet | Snare,Shadow Knight
8,Grip of Agony,"Causes enemy to writhe in a grip of agony, dealing 12 (L1) to 600 (L60) damage.",Evo,Innate,Direct Damage,Shadow Knight
8,Life Draw,"Draws your target's life force, dealing 9(L4) to 12(L8) damage and healing you for the same amount.",Evo,15,Direct Damage | Corruption | Lifetap,Shadow Knight
8,Lift Bones,"Reanimates bones from the dead, creating a skeleton minion to serve you. This pet uses Strike. Persists until death of master. Requires Bone Chips.",Con,10,Pet,Shadow Knight
8,Zombie Pet Tier 1,"Reanimates bodies from the dead, creating a Zombie minion to serve you. This pet uses Unnerving Wail. Persists until death of pet or master. Requires Zombie Skin.",Con,10,Pet,Shadow Knight
9,Minor Spellshield,"A magical shield encircles you, increasing your HP by 10, AC by 5, and Magic Resistance by 5.",Abj,10,+HP | +AC | Resist | Magic | (self only),Shadow Knight
10,Aura of the Unholy,An aura which increases your group's Attack Speed by 10% and Health Regeneration by 1 (L1) to 5 (L60).,Alt,Innate,Melee Haste | Health Regen | AURA,Shadow Knight
10,Shadow Strike,"Unleash a shadow strike upon your target, dealing 150% Weapon Damage plus 1 (L1) to 40 (L60) Corruption Damage and 1 (L1) to 20 (L60) Physical Damage",Mit,Innate,Direct Damage | Physical | Corruption,Shadow Knight
10,Swirling Shadows,"Conjures swirling shadows, slowing your targets movement speed by 30% and inflicting 3 Corruption Damage every 6 seconds for 24 seconds.",Alt,10,Damage Over Time | Corruption | Snare,Shadow Knight
10,Terror in the Shadows,"Become a terror in the shadows, causing ten nearby enemies to cower in fear for 10 seconds.",Mar,0,AoE | Fear,Shadow Knight
12,Ghoul Pet Tier 2,"Reanimates bodies from the dead, creating a Ghoul minion to serve you. This pet uses Ghoul Tendrils. Persists until death of pet or master. Requires Ghoul Skin.",Con,30,Pet | Snare,Shadow Knight
12,Reanimate Corpse,"Reanimates bones from the dead, creating a skeleton minion to serve you. This pet uses Strike. Persists until death of master. Requires Bone Chips.",Con,30,Pet,Shadow Knight
12,Zombie Pet Tier 2,"Reanimates bodies from the dead, creating a Zombie minion to serve you. This pet uses Unnerving Wail. Persists until death of pet or master. Requires Zombie Skin.",Con,30,Pet,Shadow Knight
12,Feign Death (Spell),"Play dead, clearing all Threat from aggressive targets. This ability has a chance to re-aggro targets when canceled.""",Alt,30,Feign Death,Shadow Knight
13,Fear,"Fears your enemy, causing them to run away in terror. Doing damage has a small chance to break this effect early.",Alt,20,Fear,Shadow Knight
14,Sacrifice Minion,"Sacrifice your minion to create a barrier, absorbing 100 (L16) to 3000 (L60) Damage for 2 minutes.",Alt,0,Absorb Damage Shield | (self only),Shadow Knight
15,Lesser Spellshield,"A magical shield encircles you, increasing your HP by 25, AC by 10, and Magic Resistance by 10.",Abj,25,+HP | +AC | Resist | Magic | (self only),Shadow Knight
16,Ghoul Pet Tier 3,"Reanimates bodies from the dead, creating a Ghoul minion to serve you. This pet uses Ghoul Tendrils. Persists until death of pet or master. Requires Ghoul Skin.",Con,60,Pet | Snare,Shadow Knight
16,Steal Strength,"Steal power from your target, decreasing their Strength by 5 and increasing yours by the same amount for 5 minutes.",Alt,,Stat Debuff | +STR,Shadow Knight
16,Upheave the Dead,"Reanimates bones from the dead, creating a skeleton minion to serve you. This pet uses Strike. Persists until death of master. Requires Bone Chips.",Con,60,Pet,Shadow Knight
16,Repel The Dead,Wards an undead target with holy energy for 30 points of Holy Damage.,Evo,25,Direct Damage | Holy | (undead only),Shadow Knight
16,Zombie Pet Tier 3,"Reanimates bodies from the dead, creating a Zombie minion to serve you. This pet uses Unnerving Wail. Persists until death of pet or master. Requires Zombie Skin.",Con,60,Pet,Shadow Knight
17,Deflect,"Deflect magical attacks, reducing incoming Magic Damage dealt to you by 40% for 30 seconds.",Mar,Innate,Damage Reduction | Magic | (self only),Shadow Knight
18,Life Sap,"saps your target's life force, dealing 30 damage and healing you for the same amount.",Evo,35,Direct Damage | Corruption | Lifetap,Shadow Knight
18,Poisonous Deluge,"Showers your target in a Poisonous deluge, dealing 20 Poison damage and an additional 10 Poison damage every 6 seconds for 30 Seconds.",Con,40,Direct Damage | Damage Over Time | Poison,Shadow Knight
20,Ghoul Pet Tier 4,"Reanimates bodies from the dead, creating a Ghoul minion to serve you. This pet uses Ghoul Tendrils. Persists until death of pet or master. Requires Ghoul Skin.",Con,90,Pet | Snare,Shadow Knight
20,Spirit Splinter,"Breaks your target's resistance to the spirits, decreasing their Corruption, Holy, and Magic Resistance by 3 (L12) to 4 (L16). This spell is unresistable if the target is not immune to magic or it can otherwise be landed normally.",Alt,,Lower Resistance | Corruption | Holy | Magic,Shadow Knight
20,Summon Aberration,"Reanimates bones from the dead, creating a skeleton minion to serve you. This pet uses Strike. Persists until death of master. Requires Bone Chips.",Con,90,Pet,Shadow Knight
20,Zombie Pet Tier 4,"Reanimates bodies from the dead, creating a Zombie minion to serve you. This pet uses Unnerving Wail. Persists until death of pet or master. Requires Zombie Skin.",Con,90,Pet,Shadow Knight
22,Surging Shadows,"Conjures swirling shadows, slowing your targets movement speed by 40% and inflicting 5 Corruption Damage every 6 seconds for 36 seconds.",Alt,,Damage Over Time | Corruption | Snare,Shadow Knight
24,Dark Embrace,"Embrace your target with lingering shadows, restoring 40 Health and draining yours by the same amount.",Alt,25,Transfer Health,Shadow Knight
24,Fear the Dead,"Fears an undead target, causing them to run away in terror. Doing damage has a small chance to break this effect early.",Alt,,Fear | (undead only),Shadow Knight
24,Ghoul Pet Tier 5,"Reanimates bodies from the dead, creating a Ghoul minion to serve you. This pet uses Ghoul Tendrils. Persists until death of pet or master. Requires Ghoul Skin.",Con,130,Pet | Snare,Shadow Knight
24,Raise the Departed,"Reanimates bones from the dead, creating a skeleton minion to serve you. This pet uses Strike. Persists until death of master. Requires Bone Chips.",Con,130,Pet,Shadow Knight
24,Zombie Pet Tier 5,"Reanimates bodies from the dead, creating a Zombie minion to serve you. This pet uses Unnerving Wail. Persists until death of pet or master. Requires Zombie Skin.",Con,130,Pet,Shadow Knight
26,Life Siphon,"Siphons your target's life force, dealing 100 damage and healing you for the same amount.",Evo,,Direct Damage | Corruption | Lifetap,Shadow Knight
26,Venomous Deluge,"Showers your target in a venomous Deluge, dealing 40 Poison damage and an additional 20 damage every 6 seconds for 30 seconds.",Con,,Direct Damage | Damage Over Time | Poison,Shadow Knight
28,Beset the Dead,Wards an undead target with holy energy for 90 points of Holy Damage.,Evo,,Direct Damage | Holy | (undead only),Shadow Knight
28,Ghoul Pet Tier 6,"Reanimates bodies from the dead, creating a Ghoul minion to serve you. This pet uses Ghoul Tendrils. Persists until death of pet or master. Requires Ghoul Skin.",Con,,Pet | Snare,Shadow Knight
28,Skeleton Pet Tier 6,"Reanimates bones from the dead, creating a skeleton minion to serve you. This pet uses Strike. Persists until death of master. Requires Bone Chips.",Con,,Pet,Shadow Knight
28,Spellshield,"A magical shield encircles you, increasing your HP by 50, AC by 15, and Magic Resistance by 15.",Abj,,+HP | +AC | Resist | Magic | (self only),Shadow Knight
28,Zombie Pet Tier 6,"Reanimates bodies from the dead, creating a Zombie minion to serve you. This pet uses Unnerving Wail. Persists until death of pet or master. Requires Zombie Skin.",Con,,Pet,Shadow Knight
28,Unholy Bulwark,"Surrounds the caster with an impenetrable unholy bulwark, making them invulnerable to all attacks for 15 seconds.",Abj,,Absorb Damage Shield | (self only),Shadow Knight
30,Whirling Shadows,"Conjures whirling shadows, slowing your targets movement speed by 50% and inflicting 9 Corruption Damage every 6 seconds for 48 seconds.",Alt,,Damage Over Time | Corruption | Snare,Shadow Knight
32,Extract Strength,"Extract power from your target, reducing their Strength by 10 and increasing yours by the same amount for 5 minutes.",Alt,,Stat Debuff | +STR,Shadow Knight
32,Ghoul Pet Tier 7,"Reanimates bodies from the dead, creating a Ghoul minion to serve you. This pet uses Ghoul Tendrils. Persists until death of pet or master. Requires Ghoul Skin.",Con,,Pet | Snare,Shadow Knight
32,Skeleton Pet Tier 7,"Reanimates bones from the dead, creating a skeleton minion to serve you. This pet uses Strike. Persists until death of master. Requires Bone Chips.",Con,,Pet,Shadow Knight
32,Zombie Pet Tier 7,"Reanimates bodies from the dead, creating a Zombie minion to serve you. This pet uses Unnerving Wail. Persists until death of pet or master. Requires Zombie Skin.",Con,,Pet,Shadow Knight
34,Life Leech,"Leeches your target's life force, dealing 165 damage and healing you for the same amount.",Evo,,Direct Damage | Corruption | Lifetap,Shadow Knight
34,Toxic Deluge,"Showers your target in a toxic deluge, dealing 90 damage and an additional 45 Poison damage every 6 seconds for 30 seconds.",Con,,Direct Damage | Damage Over Time | Poison,Shadow Knight
36,Ghoul Pet Tier 8,"Reanimates bodies from the dead, creating a Ghoul minion to serve you. This pet uses Ghoul Tendrils. Persists until death of pet or master. Requires Ghoul Skin.",Con,,Pet | Snare,Shadow Knight
36,Greater Spellshield,"A magical shield encircles you, increasing your HP by 75, AC by 20, and Magic Resistance by 20.",Abj,,+HP | +AC | Resist | Magic | (self only),Shadow Knight
36,Skeleton Pet Tier 8,"Reanimates bones from the dead, creating a skeleton minion to serve you. This pet uses Strike. Persists until death of master. Requires Bone Chips.",Con,,Pet,Shadow Knight
36,Zombie Pet Tier 8,"Reanimates bodies from the dead, creating a Zombie minion to serve you. This pet uses Unnerving Wail. Persists until death of pet or master. Requires Zombie Skin.",Con,,Pet,Shadow Knight
38,Twisting Shadows,"Conjures twisting shadows, slowing your targets movement speed by 55% and inflicting 15 Corruption Damage every 6 seconds for 60 seconds.",Alt,,Damage Over Time | Corruption | Snare,Shadow Knight
40,Ghoul Pet Tier 9,"Reanimates bodies from the dead, creating a Ghoul minion to serve you. This pet uses Ghoul Tendrils. Persists until death of pet or master. Requires Ghoul Skin.",Con,,Pet | Snare,Shadow Knight
40,Rebuff the Dead,Wards an Undead target with holy energy for 150 points of Holy Damage.,Evo,,Direct Damage | Holy | (undead only),Shadow Knight
40,Skeleton Pet Tier 9,"Reanimates bones from the dead, creating a skeleton minion to serve you. This pet uses Strike. Persists until death of master. Requires Bone Chips.",Con,,Pet,Shadow Knight
40,Spirit Crack,"Breaks your target's resistance to the spirits, decreasing their Corruption, Holy, and Magic Resistance by 5 (L24) to 6 (L28). This spell is unresistable if the target is not immune to magic or it can otherwise be landed normally.",Alt,,Lower Resistance | Corruption | Holy | Magic,Shadow Knight
40,Zombie Pet Tier 9,"Reanimates bodies from the dead, creating a Zombie minion to serve you. This pet uses Unnerving Wail. Persists until death of pet or master. Requires Zombie Skin.",Con,,Pet,Shadow Knight
42,Pernicious Deluge,"Showers your target in a pernicious deluge, dealing 150 Poison damage and an additional 75 poision damage every 6 seconds for 30 seconds.",Con,,Direct Damage | Damage Over Time | Poison,Shadow Knight
44,Ghoul Pet Tier 10,"Reanimates bodies from the dead, creating a Ghoul minion to serve you. This pet uses Ghoul Tendrils. Persists until death of pet or master. Requires Ghoul Skin.",Con,,Pet | Snare,Shadow Knight
44,Cold Resistance,"Greatly wards your target from frost, increasing their Cold Resistance by 15.",Abj,,Resist | Cold,Shadow Knight
44,Holy Resistance,"Greatly wards your target from frost, increasing their Holy Resistance by 15.",Abj,,Resist | Holy,Shadow Knight
44,Skeleton Pet Tier 10,"Reanimates bones from the dead, creating a skeleton minion to serve you. This pet uses Strike. Persists until death of master. Requires Bone Chips.",Con,,Pet,Shadow Knight
44,Summon Corpse,Summons corpse.,Div,,Misc.,Shadow Knight
44,Zombie Pet Tier 10,"Reanimates bodies from the dead, creating a Zombie minion to serve you. This pet uses Unnerving Wail. Persists until death of pet or master. Requires Zombie Skin.",Con,,Pet,Shadow Knight
